,Unnamed: 0,Unnamed: 0.1,cik,date,Total Revenue,filenames,Number of customers,MRR,ARR,ARPU,Churn,CRR,MRR Expansion,Number of qualified leads,Penetration Rate,LTV,quater_year,url,year_month,Sales and Marketing,CAC,CAC payback,Gross Margin,quater_year_string,CAC payback period,ASP,LTV : CAC ratio,Total Assets,Total Liabilities Net Minority Interest,debt ratio,Total Equity Gross Minority Interest,Total Debt,Common Stock Equity,Total Capitalization,Shareholder Equity,Private Shareholding,Public Shareholding
888,888,888,814547,ttm,1326483,814547_0.csv,33580887,442161,5305932,0.158004522,-2.691291223,3.691291223,3.114899135,0.030866387,0.030857242,-0.058709559,"('-1', 'ttm')",,2021-ttm,0,,,77.68541061,"-1,ttm",,0.016265761,,,,,,,,,,,
889,889,889,814547,12/30/2021,322361,814547_0.csv,9097328,107453.6667,1289444,0.141738761,0.036511784,0.963488216,-0.036511775,0.00886161,0.008861609,3.88200046,"('Q4', '2021')",,2021-12,0,0,0,82.08293764,"Q4,2021",0,1.34E-09,#NAME?,1463310,2001609,1.367863952,538299,-,538299,1029993,-538299,-0.52262394,1.52262394
890,890,890,814547,9/29/2021,334577,814547_0.csv,9442075,111525.6667,1338308,0.14173876,0.010665801,0.989334199,-0.010665791,0.009197424,0.009197424,13.28908681,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/814547/000081454721000019/Financial_Report.xlsx,2021-09,0,0,0,86.40045206,"Q3,2021",0,1.42E-09,#NAME?,1567776,1678718,1.070763936,110942,25.448,110942,898076,-110942,-0.123532975,1.123532975
891,891,891,814547,6/29/2021,338184,814547_0.csv,9543868,112728,1352736,0.141738758,-0.02059079,1.02059079,0.020590836,0.00929658,0.009296579,-6.883599983,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/814547/000081454721000012/Financial_Report.xlsx,2021-06,0,0,0,83.3979228,"Q2,2021",0,6.45E-09,#NAME?,1589155,1464317,0.921443786,124838,-,124838,931460,124838,0.134024005,0.865975995
892,892,892,814547,3/30/2021,331361,814547_0.csv,9351317,110453.6667,1325444,0.141738752,0.075632467,0.924367533,0.06064709,0.009109017,0.009109017,1.87404638,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/814547/000081454721000007/Financial_Report.xlsx,2021-03,0,0,0,25.99973711,"Q1,2021",0,0.018211613,#NAME?,1579608,1356305,0.858633914,223303,-,223303,963529,223303,0.231755349,0.768244651
893,893,893,814547,12/30/2020,312414,814547_0.csv,10116449,104138,1249656,0.123527139,,,,0.010354606,0.010354605,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/814547/000081454721000003/Financial_Report.xlsx,2020-12,0,,,16.74122823,"Q4,2020",,NaN,,1576863,1252742,0.794452023,324121,-,324121,1063952,324121,0.304638743,0.695361257
894,894,894,814549,ttm,994938,814549_0.csv,18000,331646,3979752,221.0973333,0.067792221,0.932207779,2.728775574,0.023151553,1.65E-05,3261.396799,"('-1', 'ttm')",,2021-ttm,14434,,,28.00072252,"-1,ttm",,165.8221767,,,,,,,,,,,
895,895,895,814549,12/30/2021,266827,814549_0.csv,19309,88942.33333,1067308,55.27515666,-0.39163964,1.39163964,0.39163746,0.007334996,1.88E-05,-141.1377988,"('Q4', '2021')",,2021-12,3798,0.698932646,0.021085951,33.14684032,"Q4,2021",0.00457767,-8.66E-05,-201.933333,1573249,873695,0.555344386,699554,2215,655322,1279400,699554,0.546782867,0.453217133
896,896,896,814549,9/29/2021,191736,814549_0.csv,13875,63912,766944,55.27524324,0.221598878,0.778401122,-0.221604242,0.005270767,1.35E-05,249.4382812,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/814549/000162828021022442/Financial_Report.xlsx,2021-09,3417,-0.865063291,-0.09180619,9.422712079,"Q3,2021",-0.0199307,-0.00038088,-288.3468571,1549832,858128,0.553690981,691704,2364,646083,1277273,691704,0.5415475,0.4584525
897,897,897,814549,6/29/2021,246322,814549_0.csv,17825,82107.33333,985288,55.27562412,0.150786089,0.849213911,-0.150768997,0.00677132,1.74E-05,366.5830491,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/814549/000162828021016191/Financial_Report.xlsx,2021-06,3392,-1.071721959,-0.014535167,73.73303478,"Q2,2021",-0.003155496,0.001112451,-342.050516,1546224,864421,0.559052893,681803,1427,635754,1274208,681803,0.53507983,0.46492017
898,898,898,814549,3/30/2021,290053,814549_0.csv,20990,96684.33333,1160212,55.27451167,-0.305916755,1.305916755,0.305862702,0.007973472,2.04E-05,-180.6848131,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/814549/000162828021007671/Financial_Report.xlsx,2021-03,3827,0.778320114,0.010598796,73.4347674,"Q1,2021",0.00230098,-0.00228793,-232.1471717,1566283,889774,0.56807997,676509,1666,629688,1295715,676509,0.522112502,0.477887498
899,899,899,814549,12/30/2020,222116,814549_0.csv,16073,74038.66667,888464,55.2767996,,,,0.007361782,1.65E-05,,"('Q4', '2020')",,2020-12,3198,,,75.20585544,"Q4,2020",,NaN,,1569853,909749,0.579512222,660104,2388,612979,1284521,660104,0.51389117,0.48610883
900,900,900,816761,ttm,1917000,816761_0.csv,1000000,639000,7668000,7.668,-0.008948363,1.008948363,3.035789474,0.04460733,0.000918893,-856.9165078,"('-1', 'ttm')",,2021-ttm,0,,,74.12587413,"-1,ttm",,5.75099811,,,,,,,,,,,
901,901,901,816761,12/30/2021,475000,816761_0.csv,991131,158333.3333,1900000,1.91700189,-0.032607756,1.032607756,0.032608696,0.013057612,0.00096545,-58.78975254,"('Q4', '2021')",,2021-12,0,0,0,72.00803213,"Q4,2021",0,1.74E-06,#NAME?,2169000,1709000,0.787920701,460000,1007,460000,784000,460000,0.586734694,0.413265306
902,902,902,816761,9/29/2021,460000,816761_0.csv,959833,153333.3333,1840000,1.917000145,0.063136092,0.936863908,-0.063136456,0.012645266,0.000934963,30.3629837,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/816761/000081676121000036/Financial_Report.xlsx,2021-09,0,0,0,70.21500843,"Q3,2021",0,-7.44E-07,#NAME?,2134000,1677000,0.785848172,457000,1037,457000,806000,457000,0.566997519,0.433002481
903,903,903,816761,6/29/2021,491000,816761_0.csv,1024517,163666.6667,1964000,1.917000889,0,1,0,0.013497447,0.000997971,inf,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/816761/000081676121000029/Financial_Report.xlsx,2021-06,0,,,85.24709302,"Q2,2021",,0,,2245000,1774000,0.790200445,471000,1125,471000,845000,471000,0.55739645,0.44260355
904,904,904,816761,3/30/2021,491000,816761_0.csv,1024517,163666.6667,1964000,1.917000889,0,1,0,0.013497447,0.000997971,inf,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/816761/000081676121000021/Financial_Report.xlsx,2021-03,0,,,85.04273504,"Q1,2021",,0,,2203000,1786000,0.810712665,417000,1097,417000,816000,417000,0.511029412,0.488970588
905,905,905,816761,12/30/2020,491000,816761_0.csv,1024517,163666.6667,1964000,1.917000889,,,,0.016273636,0.001048636,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/816761/000081676121000009/Financial_Report.xlsx,2020-12,0,,,85.54913295,"Q4,2020",,NaN,,2193000,1793000,0.817601459,400000,9204,400000,811000,400000,0.493218249,0.506781751
906,906,906,823546,ttm,21.256,823546_0.csv,538,7.085333333,85.024,0.158037175,-1.037878788,2.037878788,1.265856518,4.95E-07,4.94E-07,-0.152269395,"('-1', 'ttm')",,2021-ttm,0,,,85.13119534,"-1,ttm",,0.015900811,,,,,,,,,,,
907,907,907,823546,12/30/2021,9.381,823546_0.csv,264,3.127,37.524,0.142136364,0,1,0.00064,2.58E-07,2.57E-07,inf,"('Q4', '2021')",,2021-12,0,,,85.26785714,"Q4,2021",,9.09E-05,,3579,180.04,0.050304554,3399,94942,3399,3399,3398.96,0.999988232,1.18E-05
908,908,908,823546,9/29/2021,9.375,823546_0.csv,264,3.125,37.5,0.142045455,-2.771428571,3.771428571,2.75,2.58E-07,2.57E-07,-0.051253515,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/823546/000149315221029403/Financial_Report.xlsx,2021-09,0,0,0,86.38497653,"Q3,2021",0,-0.000811688,#NAME?,227.515,656.372,2.884961431,428.857,90755,428.857,428.857,-428.857,-1,2
909,909,909,823546,6/29/2021,2.5,823546_0.csv,70,0.833333333,10,0.142857143,#NAME?,inf,inf,6.87E-08,6.82E-08,0,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/823546/000149315221017524/Financial_Report.xlsx,2021-06,0,0,0,79.33414314,"Q2,2021",0,,,586.491,266.66,0.454670234,319.831,7757,319.831,319.831,319.831,1,0
910,910,910,823546,3/30/2021,0,823546_0.csv,0,0,0,,,,,0,0,,"('Q1', '2021')",,2021-03,0,,,79.21921869,"Q1,2021",,,,815.331,190.305,0.233408272,625.026,1659,625.026,625.026,625.026,1,-2.22E-16
911,911,911,823546,12/30/2020,0,823546_0.csv,0,0,0,,,,,0,0,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/823546/000149315221003888/Financial_Report.xlsx,2020-12,0,,,79.24769325,"Q4,2020",,NaN,,603.256,87.553,0.145134072,515.703,1738,515.703,515.703,515.703,1,0
912,912,912,827876,ttm,88423,827876_0.csv,2238492,29474.33333,353692,0.158004585,-0.923289804,1.923289804,1.144003686,0.002057545,0.002056935,-0.171132167,"('-1', 'ttm')",,2021-ttm,0,,,78.17673091,"-1,ttm",,0.016265739,,,,,,,,,,,
913,913,913,827876,12/30/2021,41242,827876_0.csv,1163887,13747.33333,164968,0.141738846,-0.519321669,1.519321669,0.519322159,0.001133731,0.00113373,-0.272930737,"('Q4', '2021')",,2021-12,0,0,0,80.62994684,"Q4,2021",0,4.57E-08,#NAME?,418145,24069,0.057561372,394075,1815,394074,394075,394076,1.000002538,-2.54E-06
914,914,914,827876,9/29/2021,27145,827876_0.csv,766057,9048.333333,108580,0.1417388,-1.278033187,2.278033187,1.27802954,0.000746208,0.000746208,-0.110903849,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/827876/000166357721000668/Financial_Report.xlsx,2021-09,0,0,0,79.76226547,"Q3,2021",0,-2.27E-07,#NAME?,317473,11757,0.037033071,305716,1890,305715,305716,305716,1,0
915,915,915,827876,6/29/2021,11916,827876_0.csv,336280,3972,47664,0.141739027,-0.467491152,1.467491152,0.467487685,0.000327567,0.000327567,-0.303190823,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/827876/000166357721000429/Financial_Report.xlsx,2021-06,0,0,0,44.56759366,"Q2,2021",0,-3.35E-07,#NAME?,297489,15693,0.05275153,281796,1971,281794,281796,281796,1,0
916,916,916,827876,3/30/2021,8120,827876_0.csv,229153,2706.666667,32480,0.141739362,-2.134059111,3.134059111,2.596102746,0.000223216,0.000223215,-0.06641773,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/827876/000166357721000230/Financial_Report.xlsx,2021-03,0,0,0,43.17047911,"Q1,2021",0,0.018211318,#NAME?,292613,8892,0.03038826,283720,3944000,283719,283720,283721,1.000003525,-3.52E-06
917,917,917,827876,12/30/2020,2258,827876_0.csv,73117,752.6666667,9032,0.123528044,,,,7.48E-05,7.48E-05,,"('Q4', '2020')",,2020-12,0,,,42.6674321,"Q4,2020",,NaN,,78173,6138,0.078518158,72035,3960000,72033,72566,72035,0.992682523,0.007317477
918,918,918,829323,ttm,52997,829323_0.csv,1341657,17665.66667,211988,0.158004617,-1.822948315,2.822948315,2.146903391,0.001233205,0.001232839,-0.086675313,"('-1', 'ttm')",,2021-ttm,33943,,,45.05623956,"-1,ttm",,0.01626564,,,,,,,,,,,
919,919,919,829323,9/29/2021,16841,829323_0.csv,475268,5613.666667,67364,0.141738977,-0.332779957,1.332779957,0.332779361,0.000462954,0.000462953,-0.425924019,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/829323/000082932321000039/Financial_Report.xlsx,2021-09,10163,0.085641574,0.001750769,48.91656095,"Q3,2021",0.148224734,-6.35E-08,-4.973332418,45038,11669,0.259092322,33369,3944000,33369,33369,33369,1,0
920,920,920,829323,6/29/2021,12636,829323_0.csv,356599,4212,50544,0.14173904,-0.190055699,1.190055699,0.190054624,0.00034736,0.000347359,-0.745776324,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/829323/000082932321000033/Financial_Report.xlsx,2021-06,8213,0.144214223,0.002946133,48.95035035,"Q2,2021",0.249427336,-1.28E-07,-5.171309103,44365,9675,0.218077313,34690,3693000,34690,34690,34690,1,0
921,921,921,829323,3/30/2021,10618,829323_0.csv,299649,3539.333333,42472,0.141739168,0.282769169,0.717230831,-0.177026818,0.000291886,0.000291885,0.501253969,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/829323/000082932321000020/Financial_Report.xlsx,2021-03,7306,-0.061843453,-0.001516289,40.78604621,"Q1,2021",-0.128372941,0.018211812,-8.105206694,44550,8035,0.180359147,36515,3702000,36515,36515,36515,1,0
922,922,922,829323,12/30/2020,12902,829323_0.csv,417786,4300.666667,51608,0.123527356,,,,0.000427622,0.000427621,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/829323/000082932321000010/Financial_Report.xlsx,2020-12,8261,,,40.2663673,"Q4,2020",,NaN,,35182,9892,0.281166506,25289,1646046,25289,25439,25290,0.994142852,0.005857148
923,923,923,837852,ttm,98901,837852_0.csv,56,32967,395604,7064.357143,0.081967213,0.918032787,2.656634747,0.002301361,5.15E-08,86185.15714,"('-1', 'ttm')",,2021-ttm,0,,,40.43203259,"-1,ttm",,5290.783372,,,,,,,,,,,
924,924,924,837852,9/29/2021,27047,837852_0.csv,61,9015.666667,108188,1773.57377,0.186666667,0.813333333,-0.185748261,0.000743514,5.94E-08,9501.288056,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/837852/000162828021023993/Financial_Report.xlsx,2021-09,0,0,0,39.3059607,"Q3,2021",0,2.000437158,#NAME?,595879,62013,0.104069786,533866,1648270,527626,528888,533866,1.009412201,-0.009412201
925,925,925,837852,6/29/2021,33217,837852_0.csv,75,11072.33333,132868,1771.573333,-0.013513514,1.013513514,0.015530894,0.000913126,7.31E-08,-131096.4267,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/837852/000162828021017110/Financial_Report.xlsx,2021-06,0,0,0,42.97051019,"Q2,2021",0,3.519279279,#NAME?,698051,153109,0.219337842,544942,1682060,538236,539498,544942,1.010090862,-0.010090862
926,926,926,837852,3/30/2021,32709,837852_0.csv,74,10903,130836,1768.054054,-1.96,2.96,1.955009486,0.000899161,7.21E-08,-902.0683949,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/837852/000110465921068054/Financial_Report.xlsx,2021-03,0,0,0,40.8851628,"Q1,2021",0,-2.985945946,#NAME?,569898,147965,0.25963418,421933,1714773,414901,416163,421933,1.01386476,-0.01386476
927,927,927,837852,12/30/2020,11069,837852_0.csv,25,3689.666667,44276,1771.04,,,,0.000366869,2.56E-08,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/837852/000110465921044740/Financial_Report.xlsx,2020-12,0,,,44.08428665,"Q4,2020",,NaN,,234412,40128,0.171185775,194284,1194303,186584,187846,194284,1.034272755,-0.034272755
928,928,928,843006,ttm,21883,843006_0.csv,553984,7294.333333,87532,0.158004563,-2.433068719,3.433068719,2.827037426,0.000509203,0.000509052,-0.064940444,"('-1', 'ttm')",,2021-ttm,5079,,,85.23488038,"-1,ttm",,0.016265546,,,,,,,,,,,
929,929,929,843006,12/30/2021,5718,843006_0.csv,161367,1906,22872,0.141739017,-0.046295396,1.046295396,0.046294602,0.000157186,0.000157186,-3.061622327,"('Q4', '2021')",,2021-12,1446,0.202521008,0.002383817,84.9566111,"Q4,2021",0.201820245,-1.08E-07,-15.11755423,39257,7637,0.194538554,31620,1388172,31620,31620,31620,1,0
930,930,930,843006,9/29/2021,5465,843006_0.csv,154227,1821.666667,21860,0.141739125,0.04457853,0.95542147,-0.04458042,0.000150231,0.000150231,3.179537902,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/843006/000165495421011699/Financial_Report.xlsx,2021-09,1349,-0.187465258,-0.002170065,86.38691603,"Q3,2021",-0.183723337,-2.80E-07,-16.96067809,37954,7078,0.186488908,30876,1475343,30876,30876,30876,1,0
931,931,931,843006,6/29/2021,5720,843006_0.csv,161423,1906.666667,22880,0.141739405,-0.148591148,1.148591148,0.148594378,0.000157241,0.00015724,-0.953888618,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/843006/000165495421008567/Financial_Report.xlsx,2021-06,1210,0.057941867,0.000687858,84.23519039,"Q2,2021",0.058235735,3.98E-07,-16.4628562,37254,7564,0.2030386,29690,1581249,29690,29690,29690,1,0
932,932,932,843006,3/30/2021,4980,843006_0.csv,140540,1660,19920,0.141739007,0.085133253,0.914866747,0.049747049,0.000136899,0.000136898,1.664907687,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/843006/000165495421005233/Financial_Report.xlsx,2021-03,1074,-0.082122649,-0.000964269,85.16573219,"Q1,2021",-0.081637543,0.018211816,-20.27342898,36080,7580,0.210088692,28500,614032,28500,28500,28500,1,0
933,933,933,843006,12/30/2020,4744,843006_0.csv,153618,1581.333333,18976,0.123527191,,,,0.000157234,0.000157234,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/843006/000165495421002389/Financial_Report.xlsx,2020-12,993,,,80.57059465,"Q4,2020",,NaN,,34889,6747,0.193384734,28142,22183,28142,28142,28142,1,0
934,934,934,849399,ttm,2752000,849399_0.csv,50000000,917333.3333,11008000,0.22016,0.019943003,0.980056997,2.92022792,0.064037231,0.04594465,11.03946058,"('-1', 'ttm')",,2021-ttm,614000,,,79.61057674,"-1,ttm",,0.165119999,,,,,,,,,,,
935,935,935,849399,12/30/2021,702000,849399_0.csv,51017441,234000,2808000,0.055040001,-0.014450864,1.014450864,0.014450867,0.019297775,0.04969554,-3.808768988,"('Q4', '2021')",,2021-12,160000,0.220160056,0.002713354,81.13945109,"Q4,2021",0.591574269,1.90E-10,-17.30000006,6873000,6971000,1.014258693,98000,3349600,98000,2659000,-98000,-0.036855961,1.036855961
936,936,936,849399,9/29/2021,692000,849399_0.csv,50290697,230666.6667,2768000,0.055040001,-0.008746345,1.008746345,0.008746356,0.019022878,0.048987626,-6.292914114,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/849399/000084939921000022/Financial_Report.xlsx,2021-09,150000,0.344000404,0.00429263,80.13744427,"Q3,2021",0.935893173,5.58E-10,-18.29333352,6733000,6965000,1.034457151,232000,3377000,232000,2547000,-232000,-0.091087554,1.091087554
937,937,937,849399,6/29/2021,686000,849399_0.csv,49854651,228666.6667,2744000,0.05504,-0.020833336,1.020833336,0.020833333,0.01885794,0.048562878,-2.64191963,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/849399/000084939921000014/Financial_Report.xlsx,2021-06,156000,0.153325693,0.001881155,81.50615005,"Q2,2021",0.410135514,-1.61E-10,-17.23076918,6565000,7062000,1.075704494,497000,3351700,497000,2925000,-497000,-0.16991453,1.16991453
938,938,938,849399,3/30/2021,672000,849399_0.csv,48837209,224000,2688000,0.05504,-0.051643197,1.051643197,0.051643192,0.018473084,0.047571799,-1.065774458,"('Q1', '2021')",,2021-03,148000,0.06171151,0.000738896,83.51855603,"Q1,2021",0.161096467,-2.38E-10,-17.2702702,6361000,6861000,1.078603993,500000,2355200,500000,2788000,-500000,-0.179340029,1.179340029
939,939,939,849399,12/30/2020,639000,849399_0.csv,46438953,213000,2556000,0.055040001,,,,0.021178927,0.047532193,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/849399/000084939921000010/Financial_Report.xlsx,2020-12,140000,,,79.77938899,"Q4,2020",,NaN,,6357000,6849000,1.077394998,492000,2351500,492000,3050000,-492000,-0.161311475,1.161311475
940,940,940,857005,ttm,1835830,857005_0.csv,46475379,611943.3333,7343320,0.158004521,-2.597913545,3.597913545,3.010805709,0.042718557,0.0427059,-0.060819776,"('-1', 'ttm')",,2021-ttm,518530,,,79.76910148,"-1,ttm",,0.016265766,,,,,,,,,,,
941,941,941,857005,12/30/2021,457721,857005_0.csv,12917314,152573.6667,1830884,0.141738755,0.047714064,0.952285936,-0.047714057,0.012582617,0.012582616,2.970586486,"('Q4', '2021')",,2021-12,125476,-0.193869463,-0.002434571,79.63188736,"Q4,2021",-0.206117579,1.11E-09,-15.32261162,4420620,2466808,0.558023083,1953812,591350,1953812,3393826,1953812,0.575695984,0.424304016
942,942,942,857005,9/29/2021,480655,857005_0.csv,13564533,160218.3333,1922620,0.141738754,-0.103259808,1.103259808,0.103259822,0.013213066,0.013213065,-1.372642043,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/857005/000156459021057806/Financial_Report.xlsx,2021-09,129464,0.101974283,0.001265164,80.60162894,"Q3,2021",0.107112333,1.79E-09,-13.46066877,4507560,2469092,0.547766863,2038468,593823,2038468,3477939,2038468,0.586113788,0.413886212
943,943,943,857005,6/29/2021,435668,857005_0.csv,12294958,145222.6667,1742672,0.141738752,0.056556612,0.943443388,-0.056556623,0.011976386,0.011976386,2.506139345,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/857005/000156459021040209/Financial_Report.xlsx,2021-06,134412,-0.182365822,-0.002305232,79.10951917,"Q2,2021",-0.195167432,-1.53E-09,-13.74237404,4206219,2481261,0.589902951,1724958,598687,1724958,3203885,1724958,0.538395729,0.461604271
944,944,944,857005,3/30/2021,461785,857005_0.csv,13032004,153928.3333,1847140,0.141738753,0.061993893,0.938006107,0.076296469,0.012694335,0.012694335,2.286334132,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/857005/000156459021023320/Financial_Report.xlsx,2021-03,129178,-0.149980262,-0.001909023,78.56389793,"Q1,2021",-0.161623208,0.018211621,-15.24423345,4181221,2530688,0.605250954,1650533,398378,1650533,3158922,1650533,0.522498814,0.477501186
945,945,945,857005,12/30/2020,429050,857005_0.csv,13893304,143016.6667,1716200,0.123527132,,,,0.014220374,0.014220373,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/857005/000156459021004303/Financial_Report.xlsx,2020-12,124725,,,61.21687,"Q4,2020",,NaN,,3448888,1953959,0.566547536,1494929,3492341,1494929,2482786,1494929,0.602117541,0.397882459
946,946,946,860731,ttm,1592287,860731_0.csv,500,530762.3333,6369148,12738.296,0.080882353,0.919117647,2.672782254,0.037051472,4.59E-07,157491.6596,"('-1', 'ttm')",,2021-ttm,0,,,62.80017051,"-1,ttm",,9550.523941,,,,,,,,,,,
947,947,947,860731,12/30/2021,433537,860731_0.csv,544,144512.3333,1734148,3187.772059,0.057192374,0.942807626,-0.057267985,0.011917806,5.30E-07,55737.71145,"('Q4', '2021')",,2021-12,0,0,0,60.44157722,"Q4,2021",0,-0.255670813,#NAME?,4732161,2408129,0.508885687,2324032,3509609,2324032,3635308,2324032,0.639294387,0.360705613
948,948,948,860731,9/29/2021,459873,860731_0.csv,577,153291,1839492,3188.02773,-0.138067061,1.138067061,0.138088226,0.012641775,5.62E-07,-23090.42941,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/860731/000086073121000039/Financial_Report.xlsx,2021-09,0,0,0,57.92753961,"Q3,2021",0,0.059287821,#NAME?,4682938,2482165,0.530044387,2200773,3667070,2200773,3598643,2200773,0.611556356,0.388443644
949,949,949,860731,6/29/2021,404075,860731_0.csv,507,134691.6667,1616300,3187.968442,-0.37027027,1.37027027,0.370665735,0.011107904,4.94E-07,-8609.841777,"('Q2', '2021')",https://www.sec.gov/Archives/edgar/data/860731/000086073121000034/Financial_Report.xlsx,2021-06,0,0,0,63.08453692,"Q2,2021",0,0.919793166,#NAME?,4641003,2533012,0.545789779,2107991,3668700,2107991,3627456,2107991,0.581121039,0.418878961
950,950,950,860731,3/30/2021,294802,860731_0.csv,370,98267.33333,1179208,3187.048649,-0.042253521,1.042253521,0.040655171,0.008104021,3.60E-07,-75426.81802,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/860731/000086073121000025/Financial_Report.xlsx,2021-03,0,0,0,59.78942243,"Q1,2021",0,-4.895013323,#NAME?,3231790,1170797,0.362275086,2060993,1928389,2060993,2652476,2060993,0.777007219,0.222992781
951,951,951,860731,12/30/2020,283285,860731_0.csv,355,94428.33333,1133140,3191.943662,,,,0.009389159,3.63E-07,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/860731/000086073121000014/Financial_Report.xlsx,2020-12,0,,,74.66490617,"Q4,2020",,NaN,,2607274,621163,0.238242317,1986111,580605,1986111,1986111,1986111,1,0
952,952,952,8670,ttm,15279000,8670_0.csv,386799058,5093000,61116000,0.158004521,-2.496990298,3.496990298,2.89830076,0.355532286,0.355426943,-0.063277988,"('-1', 'ttm')",,2021-ttm,0,,,75.9688716,"-1,ttm",,0.016265771,,,,,,,,,,,
953,953,953,8670,12/30/2021,3919400,8670_0.csv,110609131,1306466.667,15677600,0.14173875,-0.050439538,1.050439538,0.050439537,0.107743164,0.107743163,-2.810072335,"('Q4', '2021')",,2021-12,0,0,0,73.59809102,"Q4,2021",0,-1.50E-10,#NAME?,59102600,54053000,0.914562134,5049600,666767,5049600,8035700,5049600,0.628395784,0.371604216
954,954,954,8670,9/29/2021,3731200,8670_0.csv,105297951,1243733.333,14924800,0.14173875,-0.026803896,1.026803896,0.026803897,0.102569601,0.1025696,-5.287990516,"('Q3', '2021')",https://www.sec.gov/Archives/edgar/data/8670/000000867021000035/Financial_Report.xlsx,2021-09,0,0,0,73.07560137,"Q3,2021",0,3.50E-11,#NAME?,59987200,54636500,0.910802638,5350700,674085,5350700,8336200,5350700,0.641863199,0.358136801
955,955,955,8670,6/29/2021,3633800,8670_0.csv,102549232,1211266.667,14535200,0.14173875,0.090321941,0.909678059,-0.090321935,0.099892103,0.099892102,1.569261561,"('Q2', '2021')",,2021-06,0,0,0,75.70120622,"Q2,2021",0,1.02E-09,#NAME?,48772500,43102400,0.883743913,5670100,692128,5670100,8655100,5670100,0.655116636,0.344883364
956,956,956,8670,3/30/2021,3994600,8670_0.csv,112731346,1331533.333,15978400,0.141738749,0.030347048,0.969652952,0.112608974,0.10981039,0.10981039,4.670594246,"('Q1', '2021')",https://www.sec.gov/Archives/edgar/data/8670/000000867021000027/Financial_Report.xlsx,2021-03,0,0,0,82.10968985,"Q1,2021",0,0.018211616,#NAME?,54407700,48733800,0.895715129,5673900,655728,5673900,7668200,5673900,0.739925928,0.260074072
957,957,957,8670,12/30/2020,3590300,8670_0.csv,116259478,1196766.667,14361200,0.123527133,,,,0.118996404,0.118996395,,"('Q4', '2020')",https://www.sec.gov/Archives/edgar/data/8670/000000867021000007/Financial_Report.xlsx,2020-12,0,,,78.86270108,"Q4,2020",,NaN,,49325900,43425900,0.880387383,5900000,41324,5900000,7894100,5900000,0.747393623,0.252606377
958,958,958,869531,ttm,123.341,869531_0.csv,3122,41.11366667,493.364,0.158028187,,,,2.87E-06,2.87E-06,,"('-1', 'ttm')",,ttm'-ttm,0,,,79.22272048,"-1,ttm",,NaN,,,,,,,,,,,
959,959,959,876167,ttm,531313,876167_0.csv,13450577,177104.3333,2125252,0.158004523,-2.401297444,3.401297444,2.791626227,0.012363304,0.012359641,-0.065799646,"('-1', 'ttm')",,2021-ttm,125890,,,81.84303007,"-1,ttm",,0.016265768,,,,,,,,,,,
